Price,Code,Name,Marketing Description,OuterQ,Barcode,OuterB,Product Range,Brand Name,Length,Width,Height,Product Volume
3.82,0025.494    ,KILNER ROUND CLIP TOP JAR 3 LITRE            ,"Kilner Round 3L Clip Top Glass Storage Jar has the Kilner brand embossed in the front and is finished with an orange rubber seal. The jars are perfect for storing dry foods stuff and also preserving fruits, jams and chutneys. H 285mm x W 140mm.",6,5010853158426,05010853852836,ROUND CLIP TOP,KILNER,145,140,285,0.0057855
1.29,0025.495    ,KILNER ROUND CLIP TOP JAR 0.35 LITRE         ,"Kilner Round 0.35L Clip Top Glass Storage Jar has the Kilner brand embossed in the front and is finished with an orange rubber seal. The jars are perfect for storing dry foods stuff and also preserving fruits, jams and chutneys. H 110mm x W 105mm.",12,5010853161082,05010853856988,ROUND CLIP TOP,KILNER,125,105,110,0.00144375
1.07,0025.496    ,KILNER ROUND CLIP TOP JAR 0.125 LITRE        ,"Kilner Round 125ml Clip Top Glass Storage Jar has the Kilner brand embossed in the front and is finished with an orange rubber seal. The jars are perfect for storing dry foods stuff and also preserving fruits, jams and chutneys. H 75mm x W 80mm.",12,5010853174174,05010853877884,ROUND CLIP TOP,KILNER,115,80,75,0.00069
1.07,0025.500    ,KILNER PK6 0.125L REPLACEMENT SEALS          ,Kilner 6 Replacement Rubber Seals are suitable to use with the Round Clip Top Glass Storage Jars. These replacement seals are suitable to use with 0.125L jars.,12,5010853073057,05010853758725,ACCESSORIES,KILNER,110,13,185,0.00026455
1.13,0025.501    ,KILNER PK6 3LT REPLACEMENT SEALS             ,Kilner 6 Replacement Rubber Seals are suitable to use with the Round Clip Top Glass Storage Jars. These replacement seals are suitable for the 3L jars.,12,5010853179308,05010853884288,ACCESSORIES,KILNER,140,15,215,0.0004515
1.41,0025.510    ,KILNER SQUARE CLIPTOP JAR 0.5 LITRE          ,"Kilner Square 0.5L Clip Top Glass Storage Jar is durable and practical. With an airtight clip top the jar is suitable for preserving jams, chutneys and storing dry food stuffs. H 115mm x W 110mm.",12,5010853075907,05010853761053,SQUARE CLIP TOP,KILNER,130,110,115,0.0016445
1.6,0025.511    ,KILNER SQUARE CLIPTOP JAR 1 LITRE            ,"Kilner Square 1L Clip Top Glass Storage Jar is durable and practical. With an airtight clip top the jar is suitable for preserving jams, chutneys and storing dry food stuffs. H 155mm x W 110mm.",12,5010853075914,05010853761060,SQUARE CLIP TOP,KILNER,130,110,155,0.0022165
1.83,0025.512    ,KILNER SQUARE CLIPTOP JAR 1.5 LITRE          ,"Kilner Square 1.5L Clip Top Glass Storage Jar is durable and practical. With an airtight clip top the jar is suitable for preserving jams, chutneys and storing dry food stuffs. H  200mm x W 115mm.",12,5010853075921,05010853761077,SQUARE CLIP TOP,KILNER,130,115,200,0.00299
2.08,0025.513    ,KILNER SQUARE CLIPTOP JAR 2 LITRE            ,"Kilner Square 2L Clip Top Glass Storage Jar is durable and practical. With an airtight clip top the jar is suitable for preserving jams, chutneys and storing dry food stuffs. H 220mm x W 120mm.",6,5010853075938,05010853761084,SQUARE CLIP TOP,KILNER,130,120,220,0.003432
1.29,0025.530    ,KILNER SQUARE 0.7LITRE PUSH TOP JAR          ,The Kilner 0.7litre Push Top Glass Storage is durable and practical with an airtight seal for freshness and the embossed detail on the front gives a vintage look and feel.,12,5010853122168,05010853812854,EMBOSSED,KILNER,102,102,132,0.001373328
1.41,0025.531    ,KILNER SQUARE 1.3LITRE PUSH TOP JAR          ,The Kilner Push Top 1.3litre Glass Storage is durable and practical with an airtight seal for freshness and the embossed detail on the front gives a vintage look and feel.,12,5010853122175,05010853812861,EMBOSSED,KILNER,102,102,185,0.00192474
0.56,0025.600    ,KILNER PACK OF 200 WAX DISCS                 ,Kilner Wax Discs are available in a pack of 200. 100 discs are in size 5.5cm and 100 are in size 7.5cm.,12,5010853179711,05010853890296,ACCESSORIES,KILNER,155,100,8,0.000124
0.9,0025.609    ,KILNER 0.25LITRE  CLIP TOP PRESERVE BOTTLE   ,"Kilner Clip Top 0.25litre Bottles are designed to help preserve juice and oil. With a swing top locking system, airtight seal and plastic cap they can be reused many times.",6,5010853174365,05010853890388,PRESERVE,KILNER,56,56,200,0.0006272
1.91,0025.701    ,KILNER CLIP TOP 0.85LTR WATER BOTTLE         ,"Attractive and stylish, the Kilner water/ cordial bottle is a great extension to the Kilner bottle range.  Ideal for storing and serving table water and homemade cordials.  Features a clip top and rubber seal to keep beverages fresh.  Available in 0.85L.",12,5010853202068,05010853924694,JARS                          ,KILNER,100,100,270,0.0027
1.97,0037.251A   ,NATURALS BLOWN 30CM PASTA JAR WITH CORK LID  ,The Ravenhead Naturals Collection offers versatile shapes and sizes to style any kitchen. The 30cm Pasta Jar is made from quality glass with a cork push lid.,6,5010853185354,05010853892016,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.28,0037.301    ,NATURALS 100ML RECTANGLE BOTTLE              ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The 100ml Rectangle Bottle is made from quality glass.,12,5010853192000,05010853898643,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.28,0037.306    ,NATURALS 130ML CIRCULAR BOTTLE               ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The 130ml Circular Bottle is made from quality glass.,12,5010853192055,05010853898698,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.28,0037.316    ,NATURALS 100ML OCTAGON BOTTLE                ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The 100ml Octagon Bottle is made from quality glass.,6,5010853192154,05010853898797,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.84,0037.322    ,NATURALS 75CL CURVED BOTTLE                  ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 17cl Curved Bottle is made from quality glass.,6,5010853192215,05010853898858,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.84,0037.324    ,NATURALS 1.05LT BOTTLE                       ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 1.05lt Curved Bottle is made from quality glass.,6,5010853192239,05010853898872,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.84,0037.325    ,NATURALS 50CL TALL SLIM BOTTLE               ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 50cl Slim Bottle is made from quality glass.,6,5010853192246,05010853898889,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.84,0037.326    ,NATURALS 70CL BOTTLE                         ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 70cl Curved Bottle is made from quality glass.,12,5010853192253,05010853898896,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.348    ,NATURALS 50CL BOTTLE                         ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 50cl Bottle is made from quality glass.,6,5010853192482,05010853899114,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.352    ,NATURALS 23CL BOTTLE                         ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 23cl Bottle is made from quality glass.,6,5010853192512,05010853899152,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.353    ,NATURALS 50CL ROMA BOTTLE                    ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 50cl Roma Bottle is made from quality glass.,12,5010853192529,05010853899169,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.354    ,NATURALS 45CL TALL BOTTLE                    ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 45cl Tall Bottle is made from quality glass.,6,5010853192536,05010853899176,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.370    ,NATURALS 32CL ZIGZAG BOTTLE                  ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The 32cl Zigzag Bottle is made from quality glass.,6,5010853192697,05010853899336,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.377    ,NATURALS 1LT SHORT BOTTLE                    ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 1Ltr Short Bottle is made from quality glass.,6,5010853192765,05010853899381,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.382    ,NATURALS 40CL BOTTLE                         ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 40cl Bottle is made from quality glass.,6,5010853192819,05010853899442,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.385    ,NATURALS 25CL BOTTLE                         ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 25cl Bottle is made from quality glass.,6,5010853192840,05010853899473,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.56,0037.386    ,NATURALS .5LT BOTTLE                         ,Ravenhead Naturals Collection offers versatile shapes and sizes that offer style to the home. The 5Ltr Bottle is made from quality glass.,12,5010853195056,05010853902500,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.84,0037.583    ,NATURALS GOLD FISH BOWL VASE                 ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The Gold Fish Bowl Vase is made from fine glass.,6,5010853191515,05010853898100,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.28,0037.652    ,NATURALS RECTANGLE 15X10CM PLATE             ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The 15 x 10cm Rectangle Plate is made from fine porcelain.,6,5010853191751,05010853898353,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
2,0037.762    ,GLASS BOTTLE 41CM VASE                       ,Rayware Naturals Collection offers versatile shapes and sizes to style any kitchen. The Blown 41cm Vase is made from fine glass.,12,5010853175720,05010853879864,VASES                         ,RAVENHEAD                     ,0,0,0,0
1.67,0037.800    ,R/HEAD 25CM BULLET VASE                      ,,6,5010853173498,05010853877099,VASES                         ,RAVENHEAD                     ,0,0,0,0
0.76,0037.887    ,NATURALS 20CM ASSORTED COLOURS WAISTED VASE  ,Ravenhead Naturals Collection offers versatile shapes and styles for any home. The 20cm Assorted Colours Waisted Vase is made from quality glass.,6,5010853181394,05010853886947,NATURAL                       ,RAVENHEAD                     ,110,110,200,0.00242
0.45,0037.891    ,NATURALS ASSORTED 12 - 15CM VASE             ,Ravenhead Naturals Collection offers versatile shapes and styles for any home. The 12 - 15cm Assorted Vase is made from quality glass.,6,5010853181820,05010853887401,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.54,0037.978    ,NATURALS ASSORTED 9.5CM SPICE JAR WITH LID   ,Ravenhead Naturals Collection offers versatile shapes and styles for any home. The 9.5cm Spice Jar with Cork Lid is made from quality glass.,12,5010853184098,05010853890593,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.28,0037.979    ,NATURALS TRIANGLE 10.5CM SPICE JAR WITH LID  ,Ravenhead Naturals Collection offers versatile shapes and styles for any home. The Triangle 10.5cm Spice Jar with Cork Lid is made from quality glass.,12,5010853184104,05010853890609,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.54,0037.980    ,NATURALS 9CM HEXAGON SPICE JAR WITH LID      ,Ravenhead Naturals Collection offers versatile shapes and styles for any home. The 9cm Hexagon Spice Jar with Cork Lid is made from quality glass.,12,5010853184111,05010853890616,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.34,0037.983    ,NATURALS 5CM SPICE JAR WITH LID              ,Ravenhead Naturals Collection offers versatile shapes and styles for any home. The 5cm Spice Jar with Cork Lid is made from quality glass.,12,5010853184142,05010853890647,NATURAL                       ,RAVENHEAD                     ,0,0,0,0
0.96,0040.005    ,ESSENTIALS PACK OF 2 20OZNONIK GLASSES       ,"The Ravenhead Essentials and Hobnobs Collection is ideal for demanding households. The 20oz Nonik Glasses are made from quality glass that is dishwasher safe. Durable with a functional design, perfect for parties and BBQ's.",12,5010853113685,05010853803128,ESSENTIALS,RAVENHEAD                     ,86,87,152,0.001137264
2.53,0040.006    ,ESSENTIALS PACK OF 4 BEER GLASSES            ,"The Ravenhead Essentials and Hobnobs Collection is ideal for demanding households. The Beer Glasses are made from quality glass that is dishwasher safe. Durable with a functional design, perfect for parties and BBQ's.",6,5010853122410,05010853813127,ESSENTIALS,RAVENHEAD                     ,180,180,185,0.005994
3.38,0040.156    ,ESSENTIALS HOBNOBS 12PC SET                  ,The Ravenhead Essentials and Hobnobs Collection is ideal for demanding households. The Hobnobs 12 Piece Set is made from quality glass and contains 6 Hiball and 6 mixer glasses.,2,5010853160016,05010853854526,ESSENTIALS,RAVENHEAD                     ,246,165,130,0.0052767
2.7,0040.223    ,RAVENHEAD GREAT VALUE 6PACK 35CL WINE GLASSES,The Ravenhead Great Value Wine Glasses are made from glassware that is functional and durable. The set contains 6 35cl glasses.,6,5010853185613,05010853892429,GLASS SETS ASSORTED,RAVENHEAD                     ,250,167,175,0.00730625
2.48,0040.224    ,RAVENHEAD GREAT VALUE 6PACK 26.5CL WINE GLASS,The Ravenhead Great Value Wine Glasses are made from glassware that is functional and durable. The set contains 6 26.5cl glasses.,6,5010853185620,05010853892436,GREAT VALUE                   ,RAVENHEAD                     ,233,156,170,0.00617916
2.48,0040.226    ,RAVENHEAD GREAT VALUE 6PACK 21CL WINE GLASSES,The Ravenhead Great Value Wine Glasses are made from glassware that is functional and durable. The set contains 6 21cl glasses.,6,5010853185651,05010853892450,GREAT VALUE                   ,RAVENHEAD                     ,220,146,161,0.00517132
2.7,0040.227    ,RAVENHEAD GREAT VALUE 6PACK 54CL BEER GLASSES,The Ravenhead Great Value Beer Glasses are made from glassware that is functional and durable. The set contains 6 54cl glasses.,6,5010853185668,05010853892467,GLASS SETS ASSORTED,RAVENHEAD                     ,274,182,157,0.007829276
1.41,0040.378    ,ESSENTIALS HOBNOBS SLEEVE 6 FOR 4 30CL HIBALL,"The Essentials Hobnob range is a classic icon, famous for its bubble base design. The sleeve of 6 for 4 30cl hiballs offers great value and is durable and dishwasher safe. Perfect for demanding and uncompromising households. ",4,5010853201658,05010853910277,ESSENTIALS,RAVENHEAD                     ,276,110,144,0.00437184
1.41,0040.379    ,ESSENTIALS HOBNOBS SLEEVE 6 FOR 4 25CL MIXERS,"The Essentials Hobnob range is a classic icon, famous for its bubble base design. The sleeve of 6 for 4 25cl mixers offers great value and is durable and dishwasher safe. Perfect for demanding and uncompromising households. ",4,5010853201665,05010853910284,ESSENTIALS,RAVENHEAD                     ,293,124,93,0.003378876
0.34,0040.870    ,ESSENTIALS SALT POT WITH WHITE LID           ,The Essentials range embodies products with functional design and simplicity. It is ideal for demanding and uncompromising households and is perfect for barbecues and parties. The salt pot with white lid is dishwasher safe.,12,5000436924746,05010853894775,ESSENTIALS,RAVENHEAD                     ,50,50,100,0.00025
0.34,0040.871    ,ESSENTIALS PEPPER POT WITH WHITE LID         ,The Essentials range embodies products with functional design and simplicity. It is ideal for demanding and uncompromising households and is perfect for barbecues and parties. The pepper pot with white lid is dishwasher safe.,12,5000436924821,05010853894782,ESSENTIALS,RAVENHEAD                     ,50,50,85,0.0002125
0.38,0040.872    ,ESSENTIALS VINEGAR BOTTLE WITH WHITE LID     ,The Essentials range embodies products with functional design and simplicity. It is ideal for demanding and uncompromising households and is perfect for barbecues and parties. The vinegar bottle with white lid is dishwasher safe. ,12,5000436924883,05010853915784,ESSENTIALS,RAVENHEAD                     ,70,70,140,0.000686
0.41,0040.873    ,ESSENTIALS SALT POT CDU OF 12                ,The Essentials range embodies products with functional design and simplicity. It is ideal for demanding and uncompromising households and is perfect for barbecues and parties. The CDU of embossed salt pots with white lids is dishwasher safe.,12,5010853208091,05010853919089,ESSENTIALS,RAVENHEAD                     ,48,48,97,0.000223488
0.41,0040.874    ,ESSENTIALS PEPPER POT CDU OF 12              ,The Essentials range embodies products with functional design and simplicity. It is ideal for demanding and uncompromising households and is perfect for barbecues and parties. The CDU of embossed pepper pots with white lids is dishwasher safe.,12,5010853208107,05010853919096,ESSENTIALS,RAVENHEAD                     ,48,48,83,0.000191232
0.5,0040.875    ,ESSENTIALS VINEGAR POT CDU OF 12             ,The Essentials range embodies products with functional design and simplicity. It is ideal for demanding and uncompromising households and is perfect for barbecues and parties. The CDU of embossed vinegar pots with white lids is dishwasher safe.,12,5010853208114,05010853919102,ESSENTIALS,RAVENHEAD                     ,68,68,135,0.00062424
1.07,0043.767    ,TOP CAT & TOP DOG ASSORTED PORCELAIN MUGS    ,Price and Kensington Top Cat & Top Dog assorted mugs are made from fine porcelain and have a 350ml/12oz capacity. The mugs feature two decal decorated designs and are dishwasher and microwave safe.,12,5010853188317,05010853893921,MUGS  ASSORTED,PRICE & KENSINGTON            ,112,78,112,0.000978432
11.25,0046.459    ,ALPINE POPPY 12PC RIM DINNER SET             ,"Alpine Poppy Collection, inspired by the essence of nature creates a relaxed atmosphere in any home. This 12pce Dinner Set is made from fine porcelain with clean white body and vibrant poppy design. Dishwasher and Microwave safe.",3,5010853169644,05010853871080,POPPY                         ,RAYWARE                       ,295,158,314,0.01463554
3.49,0056.156    ,WHITE 6 CUP TEAPOT                           ,"Price and Kensington white teapots encompass time-honoured style & versatility. The 6 cup white teapot is made of fine stoneware with a gloss glaze finish, is dishwasher & microwave safe and has a capacity of 1100ml/39oz. ",6,5055036506021,05010853749891,TEAPOTS                       ,PRICE & KENSINGTON            ,225,120,140,0.00378
3.49,0056.212    ,MATT GREY 6 CUP TEAPOT                       ,"Price and Kensington Neutral teapots evoke a café lifestyle from the comfort of your living room. The matt grey 6 cup teapot is made of fine stoneware with a matt glaze finish, is dishwasher and microwave safe and has a capacity of 1100ml/39oz.",6,5010853210575,05010853917566,TEAPOTS                       ,PRICE & KENSINGTON            ,225,120,140,0.00378
2.02,0056.220    ,BRIGHTS JADE GREEN 2CUP TEAPOT               ,"Price and Kensington Brights Jade Green 2cup teapot is made of fine stoneware and has a capacity of 450ml/16oz. Renowned for being durable & reliable as well as bold & exciting, this teapot is sure to add a smile to your brew and is dishwasher safe. ",6,5010853210841,05010853917832,TEAPOTS                       ,PRICE & KENSINGTON            ,170,95,105,0.00169575
2.02,0056.222    ,BRIGHTS TEAL BLUE 2 CUP TEAPOT               ,"Price and Kensington Brights Teal Blue 2cup teapot is made of fine stoneware and has a capacity of 450ml/16oz. Renowned for being durable & reliable as well as bold & exciting, this teapot is sure to add a smile to your brew and is dishwasher safe. ",6,5010853210865,05010853917856,TEAPOTS                       ,PRICE & KENSINGTON            ,170,95,105,0.00169575
2.53,0056.613    ,BRIGHTS RED 2CUP TEAPOT                      ,"Price and Kensington Brights Red 2cup teapot is made of fine stoneware and has a capacity of 450ml/16oz. Renowned for being durable & reliable as well as bold & exciting, this teapot is sure to add a smile to your brew and is dishwasher safe.",6,5010853158921,05010853853369,BRIGHTS                       ,PRICE & KENSINGTON            ,170,95,105,0.00169575
3.99,0056.628    ,BRIGHTS RED 6CUP TEAPOT                      ,"Price and Kensington Brights Red 6cup teapot is made of fine stoneware and has a capacity of 1100ml/39oz. Renowned for being durable & reliable as well as bold & exciting, this teapot is sure to add a smile to your brew and is dishwasher safe.",6,5010853158938,05010853853376,BRIGHTS                       ,PRICE & KENSINGTON            ,210,140,140,0.004116
2.22,0056.640    ,CLASSICS BLACK 3PC TEAPOT SET                ,"The Price and Kensington Solid Colour Teapots are made from fine stoneware. The Classics Black 3 Piece Tea Pot Set contains 1 Tea Pot, 1 Sugar Bowl and 1 Cream Jug.",2,5010853159188,05010853853635,SPECTRUM,PRICE & KENSINGTON            ,240,135,195,0.006318
2.53,0056.648    ,BRIGHTS RED CANISTER                         ,Price and Kensington Brights Red Canister Collection feature vibrant colours and stylish designs. The Canister Collection features tin canisters in vibrant colours featured in the existing Brights collection adding versatility to any kitchen.,6,5010853166858,05010853866390,BRIGHTS                       ,PRICE & KENSINGTON            ,100,100,144,0.00144
3.38,0057.060    ,HOME FARM TEA JAR                            ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The gloss cream and black tea jar is made of fine stoneware and has an air tight seal to help keep contents fresh. Hand wash only.,6,5010853166148,05010853865645,HOME FARM                     ,PRICE & KENSINGTON            ,105,105,155,0.001708875
3.38,0057.061    ,HOME FARM COFFEE JAR                         ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The gloss cream and black coffee jar is made of fine stoneware and has an air tight seal to help keep contents fresh. Hand wash only.,6,5010853166155,05010853865652,HOME FARM                     ,PRICE & KENSINGTON            ,105,105,155,0.001708875
3.38,0057.062    ,HOME FARM SUGAR JAR                          ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The gloss cream and black sugar jar is made of fine stoneware and has an air tight seal to help keep contents fresh. Hand wash only.,6,5010853166162,05010853865669,HOME FARM                     ,PRICE & KENSINGTON            ,105,105,155,0.001708875
2.7,0057.063    ,HOME FARM UTENSIL JAR                        ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The gloss cream utensil jar is made of fine stoneware and is suitable for hand washing only. ,6,5010853166179,05010853865676,HOME FARM                     ,PRICE & KENSINGTON            ,98,98,140,0.00134456
5.63,0057.064    ,HOME FARM BISCUIT JAR                        ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The gloss cream biscuit jar is made of fine stoneware and has an air tight seal to help keep contents fresh. Hand wash only.,6,5010853166186,05010853865683,HOME FARM                     ,PRICE & KENSINGTON            ,140,140,194,0.0038024
2.98,0057.080    ,HOME FARM PACK OF 4 PLACEMATS                ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The set of 4 29cm x 21.5cm cork backed placemats are perfect for protecting tabletops from hot plates and bowls. ,6,5010853167510,05010853867588,HOME FARM                     ,PRICE & KENSINGTON            ,291,217,18,0.001136646
0.9,0057.081    ,HOME FARM PACK OF 4 COASTERS                 ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The set of 10.5cm x 10.5cm cork backed coasters are perfect for protecting tabletops from hot mugs and cups. ,12,5010853167527,05010853867595,HOME FARM                     ,PRICE & KENSINGTON            ,107,107,17,0.000194633
1.41,0057.084    ,HOME FARM 30CM X 16.2CM SNACK TRAY           ,Price and Kensington Home Farm range creates a true rustic farmhouse atmosphere with cheerful farm animal characters. The 30cm x 16.2cm snack tray is made of melamine and is easy to clean.,12,5010853167503,05010853867571,HOME FARM                     ,PRICE & KENSINGTON            ,340,245,25,0.0020825
1.11,0057.176    ,OSLO COFFEE JAR                              ,"The Price and Kensington Oslo Collection features quirky slogans and bold, graphic designs. The Coffee Storage Jar is made from fine stoneware with a silicone seal.",6,5010853174686,05010853878430,OSLO                          ,PRICE & KENSINGTON            ,105,105,155,0.001708875
1.11,0057.178    ,OSLO UTENSILS JAR                            ,"The Price and Kensington Oslo Collection features quirky slogans and bold, graphic designs. The Utensils Jar is made from fine stoneware.",6,5010853174709,05010853878454,OSLO                          ,PRICE & KENSINGTON            ,98,98,140,0.00134456
3.38,0057.461    ,SCRIPT SET OF 2 CAKE TINS                    ,Price & Kensington Script range has a balance of classic shapes & a modern monochrome design which makes it versatile & contemporary. The set of 2 cake tins includes a large 10cm x 25cm tin and a small 7.5cm x 16.5cm tin. Wipe clean.,6,5010853160153,05010853854670,SCRIPT                        ,PRICE & KENSINGTON            ,98,98,25,0.0002401
1.63,0058.016    ,RAVEN INSULATED 14OZ TRAVEL MUG              ,Ravenhead Stainless Steel Flasks create a vacuum between the two walls to prevent temperature change. The 14oz Travel Mug is made from stainless steel and has a wide mouth to accommodate ice cubes.,4,5010853078472,05010853765853,FLASKS                        ,RAVENHEAD                     ,120,120,170,0.002448
1.67,0059.001    ,PATCHWORK CHICKENS TEA JAR                   ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Tea Storage Jar is made from fine stoneware which is dishwasher and microwave safe. The lid and base have an airtight seal for freshness.,6,5010853186160,05010853892962,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,111,97,173,0.001862691
1.67,0059.002    ,PATCHWORK CHICKENS COFFEE JAR                ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Coffee Storage Jar is made from fine stoneware which is dishwasher and microwave safe. The lid and base have an airtight seal for freshness,6,5010853186177,05010853892979,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,111,97,173,0.001862691
1.67,0059.003    ,PATCHWORK CHICKENS SUGAR JAR                 ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Sugar Storage Jar is made from fine stoneware which is dishwasher and microwave safe. The lid and base have an airtight seal for freshness.,6,5010853186184,05010853892986,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,111,97,173,0.001862691
1.38,0059.004    ,PATCHWORK CHICKENS UTENSIL JAR               ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Utensils Jar is made from fine stoneware which is dishwasher and microwave safe.,6,5010853186191,05010853892993,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,110,110,139,0.0016819
2.78,0059.005    ,PATCHWORK CHICKENS BISCUIT JAR               ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Biscuit Storage Jar is made from fine stoneware which is dishwasher and microwave safe. The lid and base have an airtight seal for freshness.,6,5010853186207,05010853893006,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,120,120,212,0.0030528
2.78,0059.006    ,PATCHWORK CHICKENS 6CUP TEAPOT               ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The 6 Cup Tea Pot is made from fine stoneware which is dishwasher and microwave safe.,6,5010853186214,05010853893013,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,252,152,160,0.00612864
0.99,0059.010    ,PATCHWORK CHICKENS SUGAR BOWL                ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Sugar Bowl is made from fine stoneware which is dishwasher and microwave safe.,6,5010853186252,05010853893051,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,97,97,110,0.00103499
0.99,0059.011    ,PATCHWORK CHICKENS CREAM JUG                 ,The Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Cream Jug is made from fine stoneware which is dishwasher and microwave safe.,6,5010853186269,05010853893068,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,121,89,86,0.000926134
2.22,0059.012    ,PATCHWORK CHICKENS BUTTER DISH               ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Butter Dish is made from fine stoneware which is dishwasher and microwave safe.,6,5010853186276,05010853893075,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,175,110,95,0.00182875
1.38,0059.014    ,PATCHWORK CHICKENS SALT&PEPPER               ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Salt and Pepper Set is made from fine stoneware which is dishwasher and microwave safe.,6,5010853186290,05010853893099,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,110,70,82,0.0006314
2.78,0059.020    ,PATCHWORK CHICKENS LAP TRAY                  ,"Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Lap Tray 42cm x 32cm is made from toughened, durable, heat resistant glass which is ideal for serving hot dishes.",4,5010853186450,05010853893266,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,435,325,65,0.009189375
1.67,0059.021    ,PATCH CHICK HANDLED 49X30CM TRAY             ,"Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The 49 x 30cm handled tray is made from durable, easy clean materials which is ideal for serving.",6,5010853185903,05010853892702,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,490,300,25,0.003675
